subjectID,stage,position,mean_angle,angle_sd,angle_variance
lo38,3,HEAD,69.11356152238926,15.56314977610072,242.21163095334393
lo38,4,HEAD,73.56414172088778,3.362628682661084,11.307271657455017
lo38,5,HEAD,74.35670264060916,3.6104601565230197,13.035422541840228
lo38,6,HEAD,73.43894308723259,2.9787026815195143,8.872669664891546
lo38,7,HEAD,71.70859509611785,4.707541676447519,22.160948635490318
lo38,8,HEAD,61.56020738828235,19.71162442613855,388.5481375171419
lo38,1,PELVIS,48.54749368766842,0.9214927154980568,0.8491488247159825
lo38,2,PELVIS,49.904280714484486,0.5689423103888758,0.32369535255063187
lo38,3,PELVIS,49.058692777179694,0.6286100632131074,0.39515061157278686
lo38,4,PELVIS,49.13717025690403,0.6121013087571614,0.3746680121822298
lo38,5,PELVIS,47.95473660585798,0.8013799832860793,0.6422098776115966
lo38,6,PELVIS,48.861779421561685,0.6723545861191357,0.45206068947543426
lo38,7,PELVIS,48.239243900019964,1.0055716971069086,1.0111744380224685
lo38,8,PELVIS,48.155405090004784,0.8385746224882039,0.7032073974812337
lo38,1,TORSO,36.36971455272749,0.9870931937006252,0.9743529730501
lo38,2,TORSO,35.65642063922273,1.0900822047952996,1.1882792132113813
lo38,3,TORSO,36.19341913256716,1.350608794475695,1.8241441157150904
lo38,4,TORSO,36.80881336281712,1.3986865633681194,1.9563241025465203
lo38,5,TORSO,37.48368332984345,1.0402413677110842,1.082102103097427
lo38,6,TORSO,36.59233374526906,1.0823273900285113,1.1714325792059292
lo38,7,TORSO,34.12294117562628,1.0114001384875122,1.0229302401325588
lo38,8,TORSO,30.909339041772117,1.564931224808977,2.449009738382125
lo39,1,HEAD,73.26188794957886,5.084369955634927,25.850817845763114
lo39,2,HEAD,70.0264917579905,7.451305711779424,55.521956810396674
lo39,3,HEAD,68.12092925803192,6.538874130354634,42.75687489262107
lo39,4,HEAD,74.78385516186636,4.300047385526798,18.49040751777585
lo39,5,HEAD,76.54697222138898,2.791883964153902,7.794616069299706
lo39,6,HEAD,74.85198352151941,3.3540512106975027,11.249659523981382
lo39,7,HEAD,75.76951744279073,1.8850280667025383,3.553330812256309
lo39,1,PELVIS,61.840726253233456,0.7795356779706024,0.6076758732290867
lo39,2,PELVIS,60.86584840684589,0.6503064701353579,0.4228985050999091
lo39,3,PELVIS,60.49154301748897,0.5169389620451739,0.2672258904803417
lo39,4,PELVIS,60.49224251255204,0.5678189809268783,0.32241839510083864
lo39,5,PELVIS,62.789080735542335,0.7992743415463307,0.6388394730543205
lo39,6,PELVIS,63.89733282257604,1.408461104811023,1.9837626837654874
lo39,7,PELVIS,64.70375170001708,1.4666053942752808,2.150931382517352
lo39,1,TORSO,33.81273261474288,1.9028709891951374,3.6209180015204807
lo39,2,TORSO,32.20953247889677,1.2453314342894763,1.5508503812294845
lo39,3,TORSO,31.83616337862854,1.460037792745896,2.1317103562463084
lo39,4,TORSO,30.69237677898579,1.768844599612901,3.1288112175797242
lo39,5,TORSO,31.07095181653404,2.306332183944091,5.319168142696319
lo39,6,TORSO,31.28044326983413,3.35447295570182,11.252488810534905
lo39,7,TORSO,31.429520791563352,4.115755417690774,16.939442658250954
lo41,1,HEAD,73.26188794957886,5.084369955634927,25.850817845763114
lo41,2,HEAD,70.0264917579905,7.451305711779424,55.521956810396674
lo41,3,HEAD,68.12092925803192,6.538874130354634,42.75687489262107
lo41,4,HEAD,74.78385516186636,4.300047385526798,18.49040751777585
lo41,5,HEAD,76.54697222138898,2.791883964153902,7.794616069299706
lo41,6,HEAD,74.85198352151941,3.3540512106975027,11.249659523981382
lo41,7,HEAD,75.76951744279073,1.8850280667025383,3.553330812256309
lo41,1,PELVIS,53.332544174262836,0.7994788506867211,0.6391664326953604
lo41,2,PELVIS,55.0075138354047,0.8745581626897505,0.764851979927272
lo41,3,PELVIS,55.79436470402289,0.8512480922515595,0.7246233145619195
lo41,4,PELVIS,55.79240443705219,0.8547547619212577,0.7306057030270658
lo41,5,PELVIS,54.339345688841235,1.442603016527263,2.0811034632935583
lo41,6,PELVIS,52.35711329230559,1.8181510456475516,3.305673224789285
lo41,1,TORSO,52.25319304715381,1.9346343553293321,3.7428100888205407
lo41,2,TORSO,52.76177892293089,1.9789159822636597,3.916108464858545
lo41,3,TORSO,52.517594791810865,2.052174095975137,4.211418520191372
lo41,4,TORSO,50.59532050417195,1.7884717346094476,3.1986311454969263
lo41,5,TORSO,47.76153935385057,1.9414997399630824,3.7694212402767167
lo41,6,TORSO,47.097444542286354,1.638673717699743,2.685251553079897
